,STATE_NAME,YEAR,QUADRANT,TOP_DISTRICT_NAME,DISTRICT_REGISTERED_USERS_COUNT,TOP_PINCODE,PINCODE_REGISTERED_USERS_COUNT
0,Mizoram,2018,1,Aizawl,4550.0,796005,1339
1,Mizoram,2018,1,Lunglei,879.0,796009,1181
2,Mizoram,2018,1,Kolasib,486.0,796012,662
3,Mizoram,2018,1,Lawngtlai,474.0,796701,515
4,Mizoram,2018,1,Champhai,358.0,796017,393
5,Mizoram,2018,1,Mamit,316.0,796014,301
6,Mizoram,2018,1,Serchhip,299.0,796008,296
7,Mizoram,2018,1,Saiha,231.0,796321,280
8,Lakshadweep,2018,1,Lakshadweep,501.0,682555,175
9,Meghalaya,2018,1,East Khasi Hills,9310.0,793001,2493
10,Meghalaya,2018,1,West Garo Hills,3671.0,793002,1386
11,Meghalaya,2018,1,Ribhoi,1891.0,794001,1033
12,Meghalaya,2018,1,East Jaintia Hills,1419.0,793210,999
13,Meghalaya,2018,1,West Jaintia Hills,736.0,793011,943
14,Meghalaya,2018,1,South Garo Hills,343.0,793101,908
15,Meghalaya,2018,1,South West Garo Hills,299.0,794105,855
16,Meghalaya,2018,1,West Khasi Hills,299.0,794101,752
17,Meghalaya,2018,1,North Garo Hills,254.0,793007,646
18,Meghalaya,2018,1,East Garo Hills,236.0,793004,613
19,Chhattisgarh,2018,1,Raipur,135308.0,492001,33697
20,Chhattisgarh,2018,1,Durg,91516.0,495001,31414
21,Chhattisgarh,2018,1,Bilaspur,68704.0,497001,17641
22,Chhattisgarh,2018,1,Raigarh,51628.0,491001,16037
23,Chhattisgarh,2018,1,Janjgir Champa,42297.0,496005,14858
24,Chhattisgarh,2018,1,Korba,39075.0,490023,14149
25,Chhattisgarh,2018,1,Rajnandgaon,26295.0,490006,13820
26,Chhattisgarh,2018,1,Surguja,22001.0,491441,13502
27,Chhattisgarh,2018,1,Baloda Bazar,21747.0,492009,12380
28,Chhattisgarh,2018,1,Mahasamund,19608.0,495450,11340
29,Karnataka,2018,1,Bengaluru Urban,1922368.0,560068,98487
30,Karnataka,2018,1,Mysuru,150799.0,560037,75304
31,Karnataka,2018,1,Belagavi,140320.0,560076,65302
32,Karnataka,2018,1,Dharwad,106877.0,560100,61796
33,Karnataka,2018,1,Ballari,103566.0,560078,61759
34,Karnataka,2018,1,Bengaluru Rural,87955.0,560043,48734
35,Karnataka,2018,1,Dakshina Kannada,87491.0,560066,46324
36,Karnataka,2018,1,Tumakuru,82955.0,560064,42625
37,Karnataka,2018,1,Kalaburagi,81933.0,560058,42501
38,Karnataka,2018,1,Vijayapura,68814.0,560103,42384
39,Odisha,2018,1,Khordha,308390.0,751024,20624
40,Odisha,2018,1,Cuttack,135972.0,751012,19414
41,Odisha,2018,1,Ganjam,126158.0,751002,19137
42,Odisha,2018,1,Baleshwar,100919.0,760001,18195
43,Odisha,2018,1,Jajapur,81133.0,751006,17601
44,Odisha,2018,1,Sundargarh,75201.0,756001,17451
45,Odisha,2018,1,Puri,69923.0,751003,16391
46,Odisha,2018,1,Kendujhar,58968.0,751019,14672
47,Odisha,2018,1,Bhadrak,58050.0,751013,14292
48,Odisha,2018,1,Anugul,56617.0,751007,14267
49,Kerala,2018,1,Ernakulam,159188.0,682042,6594
50,Kerala,2018,1,Malappuram,86063.0,682024,5559
51,Kerala,2018,1,Kozhikode,83422.0,695001,4654
52,Kerala,2018,1,Thiruvananthapuram,81846.0,682025,4572
53,Kerala,2018,1,Thrissur,67247.0,682020,4402
54,Kerala,2018,1,Kannur,54093.0,682035,4009
55,Kerala,2018,1,Palakkad,51507.0,673032,3987
56,Kerala,2018,1,Kottayam,43142.0,682032,3908
57,Kerala,2018,1,Kollam,41946.0,682301,3613
58,Kerala,2018,1,Alappuzha,39275.0,673016,3347
59,Goa,2018,1,North Goa,57769.0,403516,6466
60,Goa,2018,1,South Goa,34167.0,403601,5251
61,Uttarakhand,2018,1,Dehradun,147998.0,248001,43810
62,Uttarakhand,2018,1,Haridwar,104823.0,263153,29988
63,Uttarakhand,2018,1,Udham Singh Nagar,100236.0,263139,27575
64,Uttarakhand,2018,1,Nainital,49083.0,249403,21416
65,Uttarakhand,2018,1,Pauri Garhwal,20425.0,247667,19733
66,Uttarakhand,2018,1,Tehri Garhwal,13030.0,244713,16234
67,Uttarakhand,2018,1,Almora,11367.0,248007,13798
68,Uttarakhand,2018,1,Pithoragarh,8836.0,263148,10414
69,Uttarakhand,2018,1,Chamoli,7493.0,249404,9525
70,Uttarakhand,2018,1,Uttarkashi,5816.0,248008,9462
71,Punjab,2018,1,Ludhiana,168625.0,143001,43359
72,Punjab,2018,1,Sas Nagar,121113.0,141008,22225
73,Punjab,2018,1,Patiala,66507.0,140603,18219
74,Punjab,2018,1,Amritsar,59685.0,140301,17469
75,Punjab,2018,1,Jalandhar,57808.0,141001,17181
76,Punjab,2018,1,Bathinda,52466.0,147001,16257
77,Punjab,2018,1,Fazilka,44823.0,151001,14526
78,Punjab,2018,1,Sangrur,37485.0,152116,14095
79,Punjab,2018,1,Hoshiarpur,25348.0,141003,13657
80,Punjab,2018,1,Gurdaspur,21372.0,140308,12084
81,Andhra Pradesh,2018,1,Visakhapatnam,497187.0,517501,39884
82,Andhra Pradesh,2018,1,East Godavari,350356.0,530016,34201
83,Andhra Pradesh,2018,1,Krishna,323673.0,517507,34111
84,Andhra Pradesh,2018,1,Guntur,317065.0,515001,31964
85,Andhra Pradesh,2018,1,Chittoor,309541.0,516001,29078
86,Andhra Pradesh,2018,1,Anantapur,241192.0,518002,29043
87,Andhra Pradesh,2018,1,Kurnool,240133.0,530026,26889
88,Andhra Pradesh,2018,1,West Godavari,213335.0,516360,26187
89,Andhra Pradesh,2018,1,Spsr Nellore,194475.0,520010,24397
90,Andhra Pradesh,2018,1,Prakasam,189949.0,524002,23439
91,Tamil Nadu,2018,1,Chennai,292004.0,600100,19254
92,Tamil Nadu,2018,1,Thiruvallur,215622.0,602105,17170
93,Tamil Nadu,2018,1,Chengalpattu,215210.0,641602,17139
94,Tamil Nadu,2018,1,Coimbatore,170306.0,635109,16386
95,Tamil Nadu,2018,1,Kancheepuram,136352.0,600042,16188
96,Tamil Nadu,2018,1,Salem,88288.0,600003,16113
97,Tamil Nadu,2018,1,Tiruppur,87652.0,600119,15020
98,Tamil Nadu,2018,1,Madurai,72582.0,600056,14894
99,Tamil Nadu,2018,1,Krishnagiri,66958.0,600053,13947
100,Tamil Nadu,2018,1,Tiruchirappalli,62230.0,600097,13934
101,Arunachal Pradesh,2018,1,Papum Pare,7649.0,791110,2316
102,Arunachal Pradesh,2018,1,West Kameng,2202.0,791111,2203
103,Arunachal Pradesh,2018,1,East Siang,1803.0,791113,1475
104,Arunachal Pradesh,2018,1,Tawang,1525.0,791102,1471
105,Arunachal Pradesh,2018,1,Changlang,1208.0,790104,1139
106,Arunachal Pradesh,2018,1,Lohit,1207.0,791001,969
107,Arunachal Pradesh,2018,1,West Siang,846.0,791109,857
108,Arunachal Pradesh,2018,1,Namsai,737.0,792103,829
109,Arunachal Pradesh,2018,1,Lower Dibang Valley,601.0,792001,828
110,Arunachal Pradesh,2018,1,Upper Subansiri,572.0,790116,766
111,Chandigarh,2018,1,Chandigarh,86268.0,160101,11805
112,Madhya Pradesh,2018,1,Indore,366977.0,452001,42977
113,Madhya Pradesh,2018,1,Bhopal,307312.0,452010,40850
114,Madhya Pradesh,2018,1,Gwalior,142453.0,455001,37899
115,Madhya Pradesh,2018,1,Jabalpur,115953.0,482002,37645
116,Madhya Pradesh,2018,1,Ujjain,84441.0,462001,27351
117,Madhya Pradesh,2018,1,Rewa,73336.0,482001,26665
118,Madhya Pradesh,2018,1,Sagar,72857.0,452016,25256
119,Madhya Pradesh,2018,1,Chhindwara,65005.0,457001,24909
120,Madhya Pradesh,2018,1,Dhar,63440.0,485001,24806
121,Madhya Pradesh,2018,1,Dewas,62902.0,462022,24661
122,West Bengal,2018,1,North Twenty Four Parganas,396980.0,711101,19073
123,West Bengal,2018,1,Kolkata,306503.0,700156,16571
124,West Bengal,2018,1,Murshidabad,187824.0,700091,15736
125,West Bengal,2018,1,Hooghly,148033.0,721101,14946
126,West Bengal,2018,1,South Twenty Four Parganas,142473.0,700006,14316
127,West Bengal,2018,1,Paschim Bardhaman,139310.0,700135,12475
128,West Bengal,2018,1,Howrah,136589.0,700039,11794
129,West Bengal,2018,1,Nadia,136396.0,700001,11698
130,West Bengal,2018,1,Purba Medinipur,131380.0,732101,11660
131,West Bengal,2018,1,Paschim Medinipur,127203.0,700059,11414
132,Assam,2018,1,Kamrup Metropolitan,87336.0,781032,7209
133,Assam,2018,1,Dibrugarh,21182.0,781001,5507
134,Assam,2018,1,Barpeta,20485.0,781022,5418
135,Assam,2018,1,Nagaon,19619.0,781038,4731
136,Assam,2018,1,Cachar,19567.0,783380,4571
137,Assam,2018,1,Sonitpur,18986.0,785001,4526
138,Assam,2018,1,Jorhat,16442.0,781011,4127
139,Assam,2018,1,Tinsukia,15998.0,786001,4122
140,Assam,2018,1,Kamrup,15241.0,781009,3639
141,Assam,2018,1,Dhubri,11421.0,781028,3517
142,Uttar Pradesh,2018,1,Gautam Buddha Nagar,448768.0,201301,114625
143,Uttar Pradesh,2018,1,Lucknow,380070.0,201307,56583
144,Uttar Pradesh,2018,1,Ghaziabad,329683.0,201009,54783
145,Uttar Pradesh,2018,1,Prayagraj,220198.0,211002,51023
146,Uttar Pradesh,2018,1,Kanpur Nagar,208389.0,201318,49362
147,Uttar Pradesh,2018,1,Varanasi,206788.0,201308,42420
148,Uttar Pradesh,2018,1,Agra,148387.0,250001,41193
149,Uttar Pradesh,2018,1,Gorakhpur,132769.0,201014,38782
150,Uttar Pradesh,2018,1,Meerut,123619.0,226010,38589
151,Uttar Pradesh,2018,1,Bareilly,112369.0,201304,37654
152,Gujarat,2018,1,Ahmadabad,572811.0,395006,72275
153,Gujarat,2018,1,Surat,489852.0,395010,45734
154,Gujarat,2018,1,Vadodara,205722.0,395004,37825
155,Gujarat,2018,1,Rajkot,133017.0,382350,32292
156,Gujarat,2018,1,Gandhinagar,118201.0,394210,31969
157,Gujarat,2018,1,Bharuch,101575.0,395003,30787
158,Gujarat,2018,1,Kachchh,97838.0,382481,25321
159,Gujarat,2018,1,Mahesana,97004.0,395009,23628
160,Gujarat,2018,1,Banas Kantha,93506.0,396191,22824
161,Gujarat,2018,1,Bhavnagar,87683.0,382415,22742
162,Manipur,2018,1,Imphal West,11304.0,795004,5825
163,Manipur,2018,1,Imphal East,6759.0,795001,2063
164,Manipur,2018,1,Thoubal,2764.0,795138,1608
165,Manipur,2018,1,Bishnupur,2371.0,795008,1230
166,Manipur,2018,1,Churachandpur,1524.0,795133,1211
167,Manipur,2018,1,Kangpokpi,1439.0,795002,1189
168,Manipur,2018,1,Kakching,915.0,795130,1034
169,Manipur,2018,1,Ukhrul,602.0,795149,1034
170,Manipur,2018,1,Tamenglong,550.0,795009,970
171,Manipur,2018,1,Jiribam,460.0,795010,948
172,Tripura,2018,1,West Tripura,27242.0,799001,5309
173,Tripura,2018,1,South Tripura,5361.0,799003,3658
174,Tripura,2018,1,Sepahijala,4664.0,799006,2495
175,Tripura,2018,1,Gomati,4509.0,799007,2179
176,Tripura,2018,1,North Tripura,4432.0,799002,2177
177,Tripura,2018,1,Dhalai,3448.0,799004,1852
178,Tripura,2018,1,Khowai,3017.0,799114,1733
179,Tripura,2018,1,Unakoti,2484.0,799102,1720
180,Puducherry,2018,1,Puducherry,42117.0,605110,5295
181,Puducherry,2018,1,Karaikal,3628.0,605008,4326
182,Puducherry,2018,1,Yanam,2500.0,605107,3824
183,Puducherry,2018,1,Mahe,1073.0,605004,3765
184,Bihar,2018,1,Patna,425009.0,800001,71092
185,Bihar,2018,1,Muzaffarpur,125298.0,800006,51989
186,Bihar,2018,1,Gaya,91015.0,800020,46299
187,Bihar,2018,1,Purbi Champaran,87561.0,845401,26349
188,Bihar,2018,1,Samastipur,76068.0,823001,22311
189,Bihar,2018,1,Bhagalpur,76063.0,801503,20404
190,Bihar,2018,1,Nalanda,75201.0,845438,20223
191,Bihar,2018,1,Darbhanga,74414.0,842001,20084
192,Bihar,2018,1,Vaishali,67921.0,812001,20071
193,Bihar,2018,1,Pashchim Champaran,67656.0,842002,20024
194,Jammu Kashmir,2018,1,Jammu,45294.0,182101,5269
195,Jammu Kashmir,2018,1,Srinagar,18233.0,193201,5007
196,Jammu Kashmir,2018,1,Baramulla,16299.0,180001,4190
197,Jammu Kashmir,2018,1,Budgam,11594.0,192231,3395
198,Jammu Kashmir,2018,1,Anantnag,11556.0,180005,3065
199,Jammu Kashmir,2018,1,Udhampur,8457.0,190001,2944
200,Jammu Kashmir,2018,1,Pulwama,8441.0,180020,2936
201,Jammu Kashmir,2018,1,Kathua,8039.0,192301,2818
202,Jammu Kashmir,2018,1,Kupwara,7254.0,180012,2709
203,Jammu Kashmir,2018,1,Samba,6534.0,180004,2652
204,Nagaland,2018,1,Dimapur,8249.0,797112,3362
205,Nagaland,2018,1,Kohima,3036.0,797001,1100
206,Nagaland,2018,1,Mokokchung,1043.0,797115,1034
207,Nagaland,2018,1,Mon,525.0,797113,968
208,Nagaland,2018,1,Phek,487.0,797103,798
209,Nagaland,2018,1,Wokha,465.0,797120,780
210,Nagaland,2018,1,Zunheboto,385.0,797117,764
211,Nagaland,2018,1,Tuensang,377.0,798601,709
212,Nagaland,2018,1,Peren,218.0,797118,520
213,Nagaland,2018,1,Kiphire,168.0,797116,514
214,Rajasthan,2018,1,Jaipur,900773.0,302012,68098
215,Rajasthan,2018,1,Alwar,203096.0,302020,50344
216,Rajasthan,2018,1,Jodhpur,172648.0,302029,49859
217,Rajasthan,2018,1,Kota,141411.0,302015,47908
218,Rajasthan,2018,1,Sikar,133983.0,311001,46853
219,Rajasthan,2018,1,Ajmer,118458.0,302017,45661
220,Rajasthan,2018,1,Udaipur,111919.0,301001,39681
221,Rajasthan,2018,1,Bhilwara,111753.0,302001,39025
222,Rajasthan,2018,1,Nagaur,101581.0,335001,36679
223,Rajasthan,2018,1,Jhunjhunu,98912.0,313001,36182
224,Delhi,2018,1,West,308558.0,110059,95496
225,Delhi,2018,1,South East Delhi,251213.0,110092,83600
226,Delhi,2018,1,North West,223679.0,110085,61333
227,Delhi,2018,1,New Delhi,212008.0,110086,59970
228,Delhi,2018,1,Central Delhi,202723.0,110044,55765
229,Delhi,2018,1,South West,179197.0,110096,50625
230,Delhi,2018,1,North,173622.0,110041,47451
231,Delhi,2018,1,East,169295.0,110043,46307
232,Delhi,2018,1,South,156706.0,110084,44143
233,Delhi,2018,1,Shahdara,114549.0,110042,42647
234,Maharashtra,2018,1,Pune,1211643.0,410501,55174
235,Maharashtra,2018,1,Mumbai Suburban,719300.0,411057,54638
236,Maharashtra,2018,1,Thane,631864.0,411033,53647
237,Maharashtra,2018,1,Nashik,321402.0,411014,52495
238,Maharashtra,2018,1,Nagpur,280007.0,431003,49627
239,Maharashtra,2018,1,Aurangabad,266324.0,421302,48926
240,Maharashtra,2018,1,Mumbai,233538.0,421201,46211
241,Maharashtra,2018,1,Ahmednagar,197473.0,410206,44726
242,Maharashtra,2018,1,Solapur,190033.0,411041,41663
243,Maharashtra,2018,1,Raigad,173015.0,411046,41385
244,Telangana,2018,1,Hyderabad,655175.0,500072,105012
245,Telangana,2018,1,Rangareddy,635175.0,505001,55361
246,Telangana,2018,1,Medchal Malkajgiri,549429.0,500018,50431
247,Telangana,2018,1,Sangareddy,142807.0,500081,45422
248,Telangana,2018,1,Warangal Urban,133840.0,500039,44050
249,Telangana,2018,1,Karimnagar,100028.0,500016,44047
250,Telangana,2018,1,Khammam,84941.0,500032,43828
251,Telangana,2018,1,Nalgonda,84459.0,500055,41831
252,Telangana,2018,1,Nizamabad,77516.0,502032,41008
253,Telangana,2018,1,Peddapalle,67418.0,500037,39329
254,Andaman Nicobar Islands,2018,1,South Andaman,5846.0,744103,1608
255,Andaman Nicobar Islands,2018,1,North And Middle Andaman,632.0,744101,1108
256,Andaman Nicobar Islands,2018,1,Nicobars,262.0,744105,1075
257,Himachal Pradesh,2018,1,Solan,50035.0,173205,21409
258,Himachal Pradesh,2018,1,Kangra,39016.0,174101,10157
259,Himachal Pradesh,2018,1,Shimla,28214.0,173025,6327
260,Himachal Pradesh,2018,1,Mandi,26238.0,175131,4677
261,Himachal Pradesh,2018,1,Sirmaur,15880.0,171001,4527
262,Himachal Pradesh,2018,1,Hamirpur,15614.0,173212,4335
263,Himachal Pradesh,2018,1,Kullu,15318.0,175001,3744
264,Himachal Pradesh,2018,1,Una,13234.0,176001,2951
265,Himachal Pradesh,2018,1,Bilaspur,11975.0,176061,2940
266,Himachal Pradesh,2018,1,Chamba,8678.0,174303,2912
267,Jharkhand,2018,1,Ranchi,159444.0,834001,48548
268,Jharkhand,2018,1,Dhanbad,130195.0,826001,25207
269,Jharkhand,2018,1,East Singhbhum,103016.0,827013,21680
270,Jharkhand,2018,1,Bokaro,101673.0,831001,15661
271,Jharkhand,2018,1,Hazaribagh,56421.0,825303,13476
272,Jharkhand,2018,1,Giridih,45940.0,834002,13270
273,Jharkhand,2018,1,Ramgarh,37875.0,832108,12041
274,Jharkhand,2018,1,Deoghar,35229.0,834008,10546
275,Jharkhand,2018,1,Palamu,31788.0,825409,10069
276,Jharkhand,2018,1,Saraikela Kharsawan,31177.0,834005,10018
277,Haryana,2018,1,Gurugram,474081.0,122001,82656
278,Haryana,2018,1,Faridabad,231504.0,121004,52178
279,Haryana,2018,1,Hisar,113872.0,121003,48088
280,Haryana,2018,1,Rewari,85350.0,122002,42709
281,Haryana,2018,1,Sonipat,79638.0,122006,42454
282,Haryana,2018,1,Panipat,74739.0,121001,42239
283,Haryana,2018,1,Karnal,73612.0,124001,36966
284,Haryana,2018,1,Sirsa,70800.0,123401,34462
285,Haryana,2018,1,Rohtak,62452.0,122051,33437
286,Haryana,2018,1,Bhiwani,57585.0,132001,31575
287,Ladakh,2018,1,Leh Ladakh,7255.0,194104,2329
288,Ladakh,2018,1,Kargil,1529.0,194101,1584
289,Sikkim,2018,1,East,12749.0,737101,3490
290,Sikkim,2018,1,South,3679.0,737102,2643
291,Sikkim,2018,1,West,2048.0,737132,2313
292,Sikkim,2018,1,North,1575.0,737135,1769
293,Dadra Nagar Haveli Daman Diu,2018,1,Dadra And Nagar Haveli,32028.0,396230,26888
294,Dadra Nagar Haveli Daman Diu,2018,1,Daman,18677.0,396210,12153
295,Dadra Nagar Haveli Daman Diu,2018,1,Diu,2553.0,396215,6390
296,Mizoram,2018,2,Aizawl,6211.0,796005,1779
297,Mizoram,2018,2,Lunglei,1241.0,796009,1576
298,Mizoram,2018,2,Kolasib,692.0,796012,856
299,Mizoram,2018,2,Lawngtlai,607.0,796701,710
300,Mizoram,2018,2,Champhai,501.0,796017,615
301,Mizoram,2018,2,Serchhip,440.0,796008,454
302,Mizoram,2018,2,Mamit,435.0,796014,413
303,Mizoram,2018,2,Saiha,295.0,796321,375
304,Lakshadweep,2018,2,Lakshadweep,686.0,682555,246
305,Meghalaya,2018,2,East Khasi Hills,12907.0,793001,3410
306,Meghalaya,2018,2,West Garo Hills,5289.0,793002,1857
307,Meghalaya,2018,2,Ribhoi,2869.0,793210,1430
308,Meghalaya,2018,2,East Jaintia Hills,2051.0,794001,1415
309,Meghalaya,2018,2,West Jaintia Hills,1023.0,793101,1379
310,Meghalaya,2018,2,South Garo Hills,530.0,793011,1320
311,Meghalaya,2018,2,South West Garo Hills,485.0,794105,1233
312,Meghalaya,2018,2,West Khasi Hills,472.0,794101,1144
313,Meghalaya,2018,2,North Garo Hills,445.0,793007,895
314,Meghalaya,2018,2,East Garo Hills,437.0,793004,878
315,Chhattisgarh,2018,2,Raipur,185747.0,492001,46075
316,Chhattisgarh,2018,2,Durg,124515.0,495001,42241
317,Chhattisgarh,2018,2,Bilaspur,94888.0,497001,24183
318,Chhattisgarh,2018,2,Raigarh,70970.0,491001,21986
319,Chhattisgarh,2018,2,Janjgir Champa,60185.0,496005,20104
320,Chhattisgarh,2018,2,Korba,54105.0,490023,19029
321,Chhattisgarh,2018,2,Rajnandgaon,38120.0,491441,18770
322,Chhattisgarh,2018,2,Baloda Bazar,32314.0,490006,18260
323,Chhattisgarh,2018,2,Surguja,30374.0,492009,16914
324,Chhattisgarh,2018,2,Mahasamund,28208.0,495450,15410
325,Karnataka,2018,2,Bengaluru Urban,2553312.0,560068,128921
326,Karnataka,2018,2,Mysuru,205044.0,560037,93771
327,Karnataka,2018,2,Belagavi,194698.0,560076,84767
328,Karnataka,2018,2,Dharwad,144884.0,560078,81415
329,Karnataka,2018,2,Ballari,140995.0,560100,80283
330,Karnataka,2018,2,Bengaluru Rural,121048.0,560043,64104
331,Karnataka,2018,2,Dakshina Kannada,118271.0,560066,59501
332,Karnataka,2018,2,Tumakuru,116855.0,560058,58732
333,Karnataka,2018,2,Kalaburagi,113205.0,560064,56605
334,Karnataka,2018,2,Vijayapura,95448.0,560103,54689
335,Odisha,2018,2,Khordha,406689.0,751024,27037
336,Odisha,2018,2,Cuttack,187723.0,751002,25379
337,Odisha,2018,2,Ganjam,169386.0,751012,24805
338,Odisha,2018,2,Baleshwar,139968.0,760001,23382
339,Odisha,2018,2,Jajapur,114580.0,751006,23371
340,Odisha,2018,2,Sundargarh,102838.0,756001,23237
341,Odisha,2018,2,Puri,97920.0,751003,21019
342,Odisha,2018,2,Kendujhar,83050.0,751019,19055
343,Odisha,2018,2,Bhadrak,81249.0,753001,18920
344,Odisha,2018,2,Anugul,76885.0,751007,18456
345,Kerala,2018,2,Ernakulam,211942.0,682042,8512
346,Kerala,2018,2,Thiruvananthapuram,115732.0,682024,7234
347,Kerala,2018,2,Malappuram,110526.0,695001,6380
348,Kerala,2018,2,Kozhikode,110167.0,682025,6000
349,Kerala,2018,2,Thrissur,91046.0,682020,5919
350,Kerala,2018,2,Kannur,72388.0,682035,5368
351,Kerala,2018,2,Palakkad,71303.0,682032,5259
352,Kerala,2018,2,Kottayam,60088.0,673032,5180
353,Kerala,2018,2,Kollam,59777.0,682301,4777
354,Kerala,2018,2,Alappuzha,54864.0,673016,4453
355,Goa,2018,2,North Goa,76192.0,403516,8301
356,Goa,2018,2,South Goa,45982.0,403001,7089
357,Uttarakhand,2018,2,Dehradun,198296.0,248001,57987
358,Uttarakhand,2018,2,Haridwar,140718.0,263153,39375
359,Uttarakhand,2018,2,Udham Singh Nagar,132549.0,263139,35979
360,Uttarakhand,2018,2,Nainital,65142.0,249403,28237
361,Uttarakhand,2018,2,Pauri Garhwal,28153.0,247667,25914
362,Uttarakhand,2018,2,Tehri Garhwal,18021.0,244713,21915
363,Uttarakhand,2018,2,Almora,15473.0,248007,18155
364,Uttarakhand,2018,2,Pithoragarh,12486.0,263148,13571
365,Uttarakhand,2018,2,Chamoli,10502.0,249404,12565
366,Uttarakhand,2018,2,Uttarkashi,8227.0,248008,12507
367,Punjab,2018,2,Ludhiana,230404.0,143001,59405
368,Punjab,2018,2,Sas Nagar,161605.0,141008,30839
369,Punjab,2018,2,Patiala,90123.0,140603,24429
370,Punjab,2018,2,Amritsar,82735.0,140301,23138
371,Punjab,2018,2,Jalandhar,79991.0,141001,22841
372,Punjab,2018,2,Bathinda,70948.0,147001,21810
373,Punjab,2018,2,Fazilka,60134.0,151001,19252
374,Punjab,2018,2,Sangrur,50749.0,141003,18767
375,Punjab,2018,2,Hoshiarpur,34576.0,152116,18559
376,Punjab,2018,2,Gurdaspur,29910.0,145001,16592
377,Andhra Pradesh,2018,2,Visakhapatnam,636052.0,517501,53468
378,Andhra Pradesh,2018,2,East Godavari,454398.0,517507,45241
379,Andhra Pradesh,2018,2,Krishna,431965.0,530016,43386
380,Andhra Pradesh,2018,2,Guntur,420326.0,515001,42466
381,Andhra Pradesh,2018,2,Chittoor,414306.0,516001,38402
382,Andhra Pradesh,2018,2,Anantapur,326383.0,518002,37593
383,Andhra Pradesh,2018,2,Kurnool,319313.0,516360,34544
384,Andhra Pradesh,2018,2,West Godavari,282393.0,530026,34126
385,Andhra Pradesh,2018,2,Spsr Nellore,261049.0,520010,31871
386,Andhra Pradesh,2018,2,Prakasam,253458.0,524002,31134
387,Tamil Nadu,2018,2,Chennai,401349.0,600100,26004
388,Tamil Nadu,2018,2,Thiruvallur,300210.0,641602,24485
389,Tamil Nadu,2018,2,Chengalpattu,292432.0,602105,23885
390,Tamil Nadu,2018,2,Coimbatore,244374.0,635109,23421
391,Tamil Nadu,2018,2,Kancheepuram,188583.0,600042,21630
392,Tamil Nadu,2018,2,Tiruppur,128535.0,600003,21275
393,Tamil Nadu,2018,2,Salem,126830.0,600056,20493
394,Tamil Nadu,2018,2,Madurai,105957.0,600119,19870
395,Tamil Nadu,2018,2,Krishnagiri,96842.0,635126,19632
396,Tamil Nadu,2018,2,Tiruchirappalli,91156.0,600053,19366
397,Arunachal Pradesh,2018,2,Papum Pare,11418.0,791110,3488
398,Arunachal Pradesh,2018,2,West Kameng,3442.0,791111,3272
399,Arunachal Pradesh,2018,2,East Siang,2646.0,791113,2219
400,Arunachal Pradesh,2018,2,Tawang,2266.0,791102,2212
401,Arunachal Pradesh,2018,2,Changlang,2014.0,790104,1698
402,Arunachal Pradesh,2018,2,Lohit,1898.0,792103,1457
403,Arunachal Pradesh,2018,2,Namsai,1276.0,791001,1421
404,Arunachal Pradesh,2018,2,West Siang,1224.0,792001,1315
405,Arunachal Pradesh,2018,2,Lower Dibang Valley,893.0,791109,1231
406,Arunachal Pradesh,2018,2,Upper Subansiri,883.0,790116,1213
407,Chandigarh,2018,2,Chandigarh,115219.0,160101,15846
408,Madhya Pradesh,2018,2,Indore,479904.0,452001,55837
409,Madhya Pradesh,2018,2,Bhopal,398498.0,452010,52677
410,Madhya Pradesh,2018,2,Gwalior,193605.0,455001,50091
411,Madhya Pradesh,2018,2,Jabalpur,155624.0,482002,49877
412,Madhya Pradesh,2018,2,Ujjain,113216.0,462001,36311
413,Madhya Pradesh,2018,2,Rewa,100661.0,482001,35303
414,Madhya Pradesh,2018,2,Sagar,100623.0,457001,33608
415,Madhya Pradesh,2018,2,Chhindwara,87704.0,452016,32883
416,Madhya Pradesh,2018,2,Dhar,86280.0,480001,32800
417,Madhya Pradesh,2018,2,Dewas,84342.0,485001,32316
418,West Bengal,2018,2,North Twenty Four Parganas,572438.0,711101,26613
419,West Bengal,2018,2,Kolkata,431481.0,700156,22706
420,West Bengal,2018,2,Murshidabad,276931.0,700091,21380
421,West Bengal,2018,2,Hooghly,221090.0,721101,20661
422,West Bengal,2018,2,South Twenty Four Parganas,214056.0,700006,20325
423,West Bengal,2018,2,Nadia,209683.0,700135,17526
424,West Bengal,2018,2,Paschim Bardhaman,203750.0,700039,16775
425,West Bengal,2018,2,Howrah,198699.0,732101,16732
426,West Bengal,2018,2,Purba Medinipur,195830.0,700001,16470
427,West Bengal,2018,2,Paschim Medinipur,185542.0,700019,16084
428,Assam,2018,2,Kamrup Metropolitan,124720.0,781032,10189
429,Assam,2018,2,Dibrugarh,30527.0,781022,7914
430,Assam,2018,2,Barpeta,29882.0,781001,7685
431,Assam,2018,2,Nagaon,29412.0,781038,6711
432,Assam,2018,2,Cachar,29381.0,783380,6411
433,Assam,2018,2,Sonitpur,28409.0,785001,6375
434,Assam,2018,2,Tinsukia,23900.0,781011,5954
435,Assam,2018,2,Jorhat,23683.0,786001,5881
436,Assam,2018,2,Kamrup,23595.0,781009,5216
437,Assam,2018,2,Dhubri,16701.0,781028,5010
438,Uttar Pradesh,2018,2,Gautam Buddha Nagar,586350.0,201301,151073
439,Uttar Pradesh,2018,2,Lucknow,506261.0,201307,72411
440,Uttar Pradesh,2018,2,Ghaziabad,434115.0,201009,71991
